"Quest: The Corsair Curse","quest","","","","","QuestTask"
"Quest: Demon Slayer","quest","","","","","QuestTask"
"Quest: Doric's Quest","quest","","","","","QuestTask"
"Quest: Dragon Slayer I","quest","","","","","QuestTask"
"Quest: Ernest the Chicken","quest","","","","","QuestTask"
"Quest: Goblin Diplomacy","quest","","","","","QuestTask"
"Quest: Imp Catcher","quest","","","","","QuestTask"
"Quest: The Knight's Sword","quest","","","","","QuestTask"
"Quest: Misthalin Mystery","quest","","","","","QuestTask"
"Quest: Pirate's Treasure","quest","","","","","QuestTask"
"Quest: Prince Ali Rescue","quest","","","","","QuestTask"
"Quest: The Restless Ghost","quest","","","","","QuestTask"
"Quest: Romeo & Juliet","quest","","","","","QuestTask"
"Quest: Rune Mysteries","quest","","","","","QuestTask"
"Quest: Sheep Shearer","quest","","","","","QuestTask"
"Quest: Shield of Arrav","quest","","","","","QuestTask"
"Quest: Vampyre Slayer","quest","","","","","QuestTask"
"Quest: Witch's Potion","quest","","","","","QuestTask"
"Quest: X Marks the Spot","quest","","","","","QuestTask"
"Quest: Animal Magnetism","quest","","","","","QuestTask"
"Quest: Another Slice of H.A.M.","quest","","","","","QuestTask"
"Quest: The Ascent of Arceuus","quest","","","","","QuestTask"
"Quest: At First Light","quest","","","","","QuestTask"
"Quest: Beneath Cursed Sands","quest","","","","","QuestTask"
"Quest: Between a Rock...","quest","","","","","QuestTask"
"Quest: Big Chompy Bird Hunting","quest","","","","","QuestTask"
"Quest: Biohazard","quest","","","","","QuestTask"
"Quest: Bone Voyage","quest","","","","","QuestTask"
"Quest: Cabin Fever","quest","","","","","QuestTask"
"Quest: Children of the Sun","quest","","","","","QuestTask"
"Quest: Client of Kourend","quest","","","","","QuestTask"
"Quest: Clock Tower","quest","","","","","QuestTask"
"Quest: Cold War","quest","","","","","QuestTask"
"Quest: Contact!","quest","","","","","QuestTask"
"Quest: Creature of Fenkenstrain","quest","","","","","QuestTask"
"Quest: The Curse of Arrav","quest","","","","","QuestTask"
"Quest: Darkness of Hallowvale","quest","","","","","QuestTask"
"Quest: Death on the Isle","quest","","","","","QuestTask"
"Quest: Death Plateau","quest","","","","","QuestTask"
"Quest: Death to the Dorgeshuun","quest","","","","","QuestTask"
"Quest: Defender of Varrock","quest","","","","","QuestTask"
"Quest: The Depths of Despair","quest","","","","","QuestTask"
"Quest: Desert Treasure I","quest","","","","","QuestTask"
"Quest: Desert Treasure II - The Fallen Empire","quest","","","","","QuestTask"
"Quest: Devious Minds","quest","","","","","QuestTask"
"Quest: The Dig Site","quest","","","","","QuestTask"
"Quest: Dragon Slayer II","quest","","","","","QuestTask"
"Quest: Dream Mentor","quest","","","","","QuestTask"
"Quest: Druidic Ritual","quest","","","","","QuestTask"
"Quest: Dwarf Cannon","quest","","","","","QuestTask"
"Quest: Eadgar's Ruse","quest","","","","","QuestTask"
"Quest: Eagles' Peak","quest","","","","","QuestTask"
"Quest: Elemental Workshop I","quest","","","","","QuestTask"
"Quest: Elemental Workshop II","quest","","","","","QuestTask"
"Quest: Enakhra's Lament","quest","","","","","QuestTask"
"Quest: Enlightened Journey","quest","","","","","QuestTask"
"Quest: Ethically Acquired Antiquities","quest","","","","","QuestTask"
"Quest: The Eyes of Glouphrie","quest","","","","","QuestTask"
"Quest: The Path of Glouphrie","quest","","","","","QuestTask"
"Quest: Fairytale I - Growing Pains","quest","","","","","QuestTask"
"Quest: Fairytale II - Cure a Queen","quest","","","","","QuestTask"
"Quest: Family Crest","quest","","","","","QuestTask"
"Quest: The Feud","quest","","","","","QuestTask"
"Quest: Fight Arena","quest","","","","","QuestTask"
"Quest: The Final Dawn","quest","","","","","QuestTask"
"Quest: Fishing Contest","quest","","","","","QuestTask"
"Quest: Forgettable Tale of a Drunken Dwarf","quest","","","","","QuestTask"
"Quest: The Forsaken Tower","quest","","","","","QuestTask"
"Quest: The Fremennik Exiles","quest","","","","","QuestTask"
"Quest: The Fremennik Isles","quest","","","","","QuestTask"
"Quest: The Fremennik Trials","quest","","","","","QuestTask"
"Quest: The Garden of Death","quest","","","","","QuestTask"
"Quest: Garden of Tranquillity","quest","","","","","QuestTask"
"Quest: Gertrude's Cat","quest","","","","","QuestTask"
"Quest: Getting Ahead","quest","","","","","QuestTask"
"Quest: Ghosts Ahoy","quest","","","","","QuestTask"
"Quest: The Giant Dwarf","quest","","","","","QuestTask"
"Quest: The Golem","quest","","","","","QuestTask"
"Quest: The Grand Tree","quest","","","","","QuestTask"
"Quest: The Great Brain Robbery","quest","","","","","QuestTask"
"Quest: Grim Tales","quest","","","","","QuestTask"
"Quest: The Hand in the Sand","quest","","","","","QuestTask"
"Quest: Haunted Mine","quest","","","","","QuestTask"
"Quest: Hazeel Cult","quest","","","","","QuestTask"
"Quest: The Heart of Darkness","quest","","","","","QuestTask"
"Quest: Heroes' Quest","quest","","","","","QuestTask"
"Quest: Holy Grail","quest","","","","","QuestTask"
"Quest: Horror from the Deep","quest","","","","","QuestTask"
"Quest: Icthlarin's Little Helper","quest","","","","","QuestTask"
"Quest: In Aid of the Myreque","quest","","","","","QuestTask"
"Quest: In Search of the Myreque","quest","","","","","QuestTask"
"Quest: Jungle Potion","quest","","","","","QuestTask"
"Quest: King's Ransom","quest","","","","","QuestTask"
"Quest: A Kingdom Divided","quest","","","","","QuestTask"
"Quest: Land of the Goblins","quest","","","","","QuestTask"
"Quest: Legends' Quest","quest","","","","","QuestTask"
"Quest: Lost City","quest","","","","","QuestTask"
"Quest: The Lost Tribe","quest","","","","","QuestTask"
"Quest: Lunar Diplomacy","quest","","","","","QuestTask"
"Quest: Making Friends with My Arm","quest","","","","","QuestTask"
"Quest: Making History","quest","","","","","QuestTask"
"Quest: Meat and Greet","quest","","","","","QuestTask"
"Quest: Merlin's Crystal","quest","","","","","QuestTask"
"Quest: Monk's Friend","quest","","","","","QuestTask"
"Quest: Monkey Madness I","quest","","","","","QuestTask"
"Quest: Monkey Madness II","quest","","","","","QuestTask"
"Quest: Mountain Daughter","quest","","","","","QuestTask"
"Quest: Mourning's End Part I","quest","","","","","QuestTask"
"Quest: Mourning's End Part II","quest","","","","","QuestTask"
"Quest: Murder Mystery","quest","","","","","QuestTask"
"Quest: My Arm's Big Adventure","quest","","","","","QuestTask"
"Quest: Nature Spirit","quest","","","","","QuestTask"
"Quest: A Night at the Theatre","quest","","","","","QuestTask"
"Quest: Observatory Quest","quest","","","","","QuestTask"
"Quest: Olaf's Quest","quest","","","","","QuestTask"
"Quest: One Small Favour","quest","","","","","QuestTask"
"Quest: Perilous Moons","quest","","","","","QuestTask"
"Quest: Plague City","quest","","","","","QuestTask"
"Quest: A Porcine of Interest","quest","","","","","QuestTask"
"Quest: Priest in Peril","quest","","","","","QuestTask"
"Quest: The Queen of Thieves","quest","","","","","QuestTask"
"Quest: Rag and Bone Man I","quest","","","","","QuestTask"
"Quest: Rag and Bone Man II","quest","","","","","QuestTask"
"Quest: Ratcatchers","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Another Cook's Quest","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing the Mountain Dwarf","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing the Goblin generals","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing Pirate Pete","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing the Lumbridge Guide","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing Evil Dave","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing King Awowogei","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing Sir Amik Varze","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Freeing Skrach Uglogwee","quest","","","","","QuestTask"
"Quest: Recipe for Disaster/Defeating the Culinaromancer","quest","","","","","QuestTask"
"Quest: Recruitment Drive","quest","","","","","QuestTask"
"Quest: Regicide","quest","","","","","QuestTask"
"Quest: The Ribbiting Tale of a Lily Pad Labour Dispute","quest","","","","","QuestTask"
"Quest: Roving Elves","quest","","","","","QuestTask"
"Quest: Royal Trouble","quest","","","","","QuestTask"
"Quest: Rum Deal","quest","","","","","QuestTask"
"Quest: Secrets of the North","quest","","","","","QuestTask"
"Quest: Scorpion Catcher","quest","","","","","QuestTask"
"Quest: Scrambled!","quest","","","","","QuestTask"
"Quest: Sea Slug","quest","","","","","QuestTask"
"Quest: Shades of Mort'ton","quest","","","","","QuestTask"
"Quest: Shadow of the Storm","quest","","","","","QuestTask"
"Quest: Shadows of Custodia","quest","","","","","QuestTask"
"Quest: Sheep Herder","quest","","","","","QuestTask"
"Quest: Shilo Village","quest","","","","","QuestTask"
"Quest: Sins of the Father","quest","","","","","QuestTask"
"Quest: Sleeping Giants","quest","","","","","QuestTask"
"Quest: The Slug Menace","quest","","","","","QuestTask"
"Quest: Song of the Elves","quest","","","","","QuestTask"
"Quest: A Soul's Bane","quest","","","","","QuestTask"
"Quest: Spirits of the Elid","quest","","","","","QuestTask"
"Quest: Swan Song","quest","","","","","QuestTask"
"Quest: Tai Bwo Wannai Trio","quest","","","","","QuestTask"
"Quest: A Tail of Two Cats","quest","","","","","QuestTask"
"Quest: Tale of the Righteous","quest","","","","","QuestTask"
"Quest: A Taste of Hope","quest","","","","","QuestTask"
"Quest: Tears of Guthix","quest","","","","","QuestTask"
"Quest: Temple of Ikov","quest","","","","","QuestTask"
"Quest: Temple of the Eye","quest","","","","","QuestTask"
"Quest: Throne of Miscellania","quest","","","","","QuestTask"
"Quest: The Tourist Trap","quest","","","","","QuestTask"
"Quest: Tower of Life","quest","","","","","QuestTask"
"Quest: Tree Gnome Village","quest","","","","","QuestTask"
"Quest: Tribal Totem","quest","","","","","QuestTask"
"Quest: Troll Romance","quest","","","","","QuestTask"
"Quest: Troll Stronghold","quest","","","","","QuestTask"
"Quest: Twilight's Promise","quest","","","","","QuestTask"
"Quest: Underground Pass","quest","","","","","QuestTask"
"Quest: Wanted!","quest","","","","","QuestTask"
"Quest: Watchtower","quest","","","","","QuestTask"
"Quest: Waterfall Quest","quest","","","","","QuestTask"
"Quest: What Lies Below","quest","","","","","QuestTask"
"Quest: While Guthix Sleeps","quest","","","","","QuestTask"
"Quest: Witch's House","quest","","","","","QuestTask"
"Quest: Zogre Flesh Eaters","quest","","","","","QuestTask"
"Quest: Alfred Grimhand's Barcrawl","quest","","","","","QuestTask"
"Quest: Barbarian Training","quest","","","","","QuestTask"
"Quest: Bear Your Soul","quest","","","","","QuestTask"
"Quest: Curse of the Empty Lord","quest","","","","","QuestTask"
"Quest: Daddy's Home","quest","","","","","QuestTask"
"Quest: The Enchanted Key","quest","","","","","QuestTask"
"Quest: Enter the Abyss","quest","","","","","QuestTask"
"Quest: Family Pest","quest","","","","","QuestTask"
"Quest: The Frozen Door","quest","","","","","QuestTask"
"Quest: The General's Shadow","quest","","","","","QuestTask"
"Quest: His Faithful Servants","quest","","","","","QuestTask"
"Quest: Hopespear's Will","quest","","","","","QuestTask"
"Quest: In Search of Knowledge","quest","","","","","QuestTask"
"Quest: Into the Tombs","quest","","","","","QuestTask"
"Quest: Lair of Tarn Razorlor","quest","","","","","QuestTask"
"Quest: Mage Arena I","quest","","","","","QuestTask"
"Quest: Mage Arena II","quest","","","","","QuestTask"
"Quest: Skippy and the Mogres","quest","","","","","QuestTask"
"Quest: Vale Totems (miniquest)","quest","","","","","QuestTask"
"Kill ~|Abyssal guardian|~","Kill","","","","","KillTask","Abyssal guardian"
"Kill ~|Abyssal leech|~","Kill","","","","","KillTask","Abyssal leech"
"Kill ~|Abyssal walker|~","Kill","","","","","KillTask","Abyssal walker"
"Kill ~|Adamant dragon|~","Kill","","","","","KillTask","Adamant dragon"
"Kill ~|Afflicted|~","Kill","","","","","KillTask","Afflicted"
"Kill ~|Ahrim the Blighted|~","Kill","","","","","KillTask","Ahrim the Blighted"
"Kill ~|Air elemental|~","Kill","","","","","KillTask","Air elemental"
"Kill ~|Air wizard|~","Kill","","","","","KillTask","Air wizard"
"Kill ~|Al-Kharid warrior|~","Kill","","","","","KillTask","Al-Kharid warrior"
"Kill ~|Albino bat|~","Kill","","","","","KillTask","Albino bat"
"Kill ~|Alexis|~","Kill","","","","","KillTask","Alexis"
"Kill ~|Ammonite Crab|~","Kill","","","","","KillTask","Ammonite Crab"
"Kill ~|Angry barbarian spirit|~","Kill","","","","","KillTask","Angry barbarian spirit"
"Kill ~|Angry giant rat|~","Kill","","","","","KillTask","Angry giant rat"
"Kill ~|Animated Adamant Armour|~","Kill","","","","","KillTask","Animated Adamant Armour"
"Kill ~|Animated Black Armour|~","Kill","","","","","KillTask","Animated Black Armour"
"Kill ~|Animated Bronze Armour|~","Kill","","","","","KillTask","Animated Bronze Armour"
"Kill ~|Animated Iron Armour|~","Kill","","","","","KillTask","Animated Iron Armour"
"Kill ~|Animated Mithril Armour|~","Kill","","","","","KillTask","Animated Mithril Armour"
"Kill ~|Animated Rune Armour|~","Kill","","","","","KillTask","Animated Rune Armour"
"Kill ~|Animated Steel Armour|~","Kill","","","","","KillTask","Animated Steel Armour"
"Kill ~|Animated spade|~","Kill","","","","","KillTask","Animated spade"
"Kill ~|Anja|~","Kill","","","","","KillTask","Anja"
"Kill ~|Ankou|~","Kill","","","","","KillTask","Ankou"
"Kill ~|Ankou#Wilderness Slayer Cave|~","Kill","","","","","KillTask","Ankou#Wilderness Slayer Cave"
"Kill ~|Archer (Ardougne)|~","Kill","","","","","KillTask","Archer (Ardougne)"
"Kill ~|Archer (Burthorpe)|~","Kill","","","","","KillTask","Archer (Burthorpe)"
"Kill ~|Armoured zombie (Zemouregal's Base)|~","Kill","","","","","KillTask","Armoured zombie (Zemouregal's Base)"
"Kill ~|Armoured zombie (Zemouregal's Fort)|~","Kill","","","","","KillTask","Armoured zombie (Zemouregal's Fort)"
"Kill ~|Artio|~","Kill","","","","","KillTask","Artio"
"Kill ~|Asyn Shade|~","Kill","","","","","KillTask","Asyn Shade"
"Kill ~|Asyn shadow (Temple Trekking)|~","Kill","","","","","KillTask","Asyn shadow (Temple Trekking)"
"Kill ~|Aviansie|~","Kill","","","","","KillTask","Aviansie"
"Kill ~|Baby black dragon|~","Kill","","","","","KillTask","Baby black dragon"
"Kill ~|Baby blue dragon|~","Kill","","","","","KillTask","Baby blue dragon"
"Kill ~|Baby green dragon|~","Kill","","","","","KillTask","Baby green dragon"
"Kill ~|Baby red dragon|~","Kill","","","","","KillTask","Baby red dragon"
"Kill ~|Baby tanglefoot|~","Kill","","","","","KillTask","Baby tanglefoot"
"Kill ~|Balfrug Kreeyath|~","Kill","","","","","KillTask","Balfrug Kreeyath"
"Kill ~|Bandit#Level 22|~","Kill","","","","","KillTask","Bandit#Level 22"
"Kill ~|Bandit#Level 130|~","Kill","","","","","KillTask","Bandit#Level 130"
"Kill ~|Bandit (Bandit Camp)|~","Kill","","","","","KillTask","Bandit (Bandit Camp)"
"Kill ~|Bandit (Pollnivneach)#Bearded|~","Kill","","","","","KillTask","Bandit (Pollnivneach)#Bearded"
"Kill ~|Bandit (Pollnivneach)#No beard|~","Kill","","","","","KillTask","Bandit (Pollnivneach)#No beard"
"Kill ~|Bandit (Shayzien)|~","Kill","","","","","KillTask","Bandit (Shayzien)"
"Kill ~|Bandit (Varlamore)|~","Kill","","","","","KillTask","Bandit (Varlamore)"
"Kill ~|Barbarian#Lower level|~","Kill","","","","","KillTask","Barbarian#Lower level"
"Kill ~|Barbarian#Higher level|~","Kill","","","","","KillTask","Barbarian#Higher level"
"Kill ~|Barbarian (Barbarian Camp)#Lower level|~","Kill","","","","","KillTask","Barbarian (Barbarian Camp)#Lower level"
"Kill ~|Barbarian (Barbarian Camp)#Higher level|~","Kill","","","","","KillTask","Barbarian (Barbarian Camp)#Higher level"
"Kill ~|Bark Blamish Snail|~","Kill","","","","","KillTask","Bark Blamish Snail"
"Kill ~|Bat|~","Kill","","","","","KillTask","Bat"
"Kill ~|Battle mage|~","Kill","","","","","KillTask","Battle mage"
"Kill ~|Bear Cub|~","Kill","","","","","KillTask","Bear Cub"
"Kill ~|Bedabin Nomad Fighter|~","Kill","","","","","KillTask","Bedabin Nomad Fighter"
"Kill ~|Berry|~","Kill","","","","","KillTask","Berry"
"Kill ~|Berserk barbarian spirit|~","Kill","","","","","KillTask","Berserk barbarian spirit"
"Kill ~|Big Wolf|~","Kill","","","","","KillTask","Big Wolf"
"Kill ~|Big frog#Level 10|~","Kill","","","","","KillTask","Big frog#Level 10"
"Kill ~|Big frog#Level 24|~","Kill","","","","","KillTask","Big frog#Level 24"
"Kill ~|Billy Goat|~","Kill","","","","","KillTask","Billy Goat"
"Kill ~|Bird|~","Kill","","","","","KillTask","Bird"
"Kill ~|Black Guard#Level 25|~","Kill","","","","","KillTask","Black Guard#Level 25"
"Kill ~|Black Guard#Level 48|~","Kill","","","","","KillTask","Black Guard#Level 48"
"Kill ~|Black Guard Berserker|~","Kill","","","","","KillTask","Black Guard Berserker"
"Kill ~|Black Heather|~","Kill","","","","","KillTask","Black Heather"
"Kill ~|Black Knight|~","Kill","","","","","KillTask","Black Knight"
"Kill ~|Black Knight Titan|~","Kill","","","","","KillTask","Black Knight Titan"
"Kill ~|Black bear|~","Kill","","","","","KillTask","Black bear"
"Kill ~|Black demon|~","Kill","","","","","KillTask","Black demon"
"Kill ~|Black demon#Wilderness Slayer Cave|~","Kill","","","","","KillTask","Black demon#Wilderness Slayer Cave"
"Kill ~|Black dragon|~","Kill","","","","","KillTask","Black dragon"
"Kill ~|Black dragon#Wilderness Slayer Cave|~","Kill","","","","","KillTask","Black dragon#Wilderness Slayer Cave"
"Kill ~|Black jaguar|~","Kill","","","","","KillTask","Black jaguar"
"Kill ~|Black knight (Port Sarim Jail)|~","Kill","","","","","KillTask","Black knight (Port Sarim Jail)"
"Kill ~|Black unicorn|~","Kill","","","","","KillTask","Black unicorn"
"Kill ~|Black unicorn Foal|~","Kill","","","","","KillTask","Black unicorn Foal"
"Kill ~|Blessed giant rat|~","Kill","","","","","KillTask","Blessed giant rat"
"Kill ~|Blood Blamish Snail#Rounded|~","Kill","","","","","KillTask","Blood Blamish Snail#Rounded"
"Kill ~|Blood Blamish Snail#Pointed|~","Kill","","","","","KillTask","Blood Blamish Snail#Pointed"
"Kill ~|Blood Reaver|~","Kill","","","","","KillTask","Blood Reaver"
"Kill ~|Bloodworm|~","Kill","","","","","KillTask","Bloodworm"
"Kill ~|Blue dragon|~","Kill","","","","","KillTask","Blue dragon"
"Kill ~|Boar|~","Kill","","","","","KillTask","Boar"
"Kill ~|Body Golem|~","Kill","","","","","KillTask","Body Golem"
"Kill ~|Boris|~","Kill","","","","","KillTask","Boris"
"Kill ~|Borrokar|~","Kill","","","","","KillTask","Borrokar"
"Kill ~|Bouncer|~","Kill","","","","","KillTask","Bouncer"
"Kill ~|Branda the Fire Queen|~","Kill","","","","","KillTask","Branda the Fire Queen"
"Kill ~|Bree|~","Kill","","","","","KillTask","Bree"
"Kill ~|Breoca|~","Kill","","","","","KillTask","Breoca"
"Kill ~|Broddi|~","Kill","","","","","KillTask","Broddi"
"Kill ~|Bronze dragon|~","Kill","","","","","KillTask","Bronze dragon"
"Kill ~|Broodoo victim|~","Kill","","","","","KillTask","Broodoo victim"
"Kill ~|Bruise Blamish Snail#Rounded|~","Kill","","","","","KillTask","Bruise Blamish Snail#Rounded"
"Kill ~|Bruise Blamish Snail#Pointed|~","Kill","","","","","KillTask","Bruise Blamish Snail#Pointed"
"Kill ~|Brutal blue dragon|~","Kill","","","","","KillTask","Brutal blue dragon"
"Kill ~|Brutal green dragon|~","Kill","","","","","KillTask","Brutal green dragon"
"Kill ~|Brutal red dragon|~","Kill","","","","","KillTask","Brutal red dragon"
"Kill ~|Bryophyta|~","Kill","","","","","KillTask","Bryophyta"
"Kill ~|Buffalo|~","Kill","","","","","KillTask","Buffalo"
"Kill ~|Bunny|~","Kill","","","","","KillTask","Bunny"
"Kill ~|Bush snake|~","Kill","","","","","KillTask","Bush snake"
"Kill ~|Callisto|~","Kill","","","","","KillTask","Callisto"
"Kill ~|Calvar'ion|~","Kill","","","","","KillTask","Calvar'ion"
"Kill ~|Camp dweller|~","Kill","","","","","KillTask","Camp dweller"
"Kill ~|Catablepon|~","Kill","","","","","KillTask","Catablepon"
"Kill ~|Cave goblin (monster)|~","Kill","","","","","KillTask","Cave goblin (monster)"
"Kill ~|Cave goblin guard|~","Kill","","","","","KillTask","Cave goblin guard"
"Kill ~|Cave goblin miner|~","Kill","","","","","KillTask","Cave goblin miner"
"Kill ~|Cave lizard|~","Kill","","","","","KillTask","Cave lizard"
"Kill ~|Ceolburg|~","Kill","","","","","KillTask","Ceolburg"
"Kill ~|Chaos Elemental|~","Kill","","","","","KillTask","Chaos Elemental"
"Kill ~|Chaos Fanatic|~","Kill","","","","","KillTask","Chaos Fanatic"
"Kill ~|Chaos Golem|~","Kill","","","","","KillTask","Chaos Golem"
"Kill ~|Chaos druid|~","Kill","","","","","KillTask","Chaos druid"
"Kill ~|Chaos druid warrior|~","Kill","","","","","KillTask","Chaos druid warrior"
"Kill ~|Chaos dwarf|~","Kill","","","","","KillTask","Chaos dwarf"
"Kill ~|Chicken|~","Kill","","","","","KillTask","Chicken"
"Kill ~|Chompy bird|~","Kill","","","","","KillTask","Chompy bird"
"Kill ~|Chronozon|~","Kill","","","","","KillTask","Chronozon"
"Kill ~|Colonel Radick|~","Kill","","","","","KillTask","Colonel Radick"
"Kill ~|Commander Zilyana|~","Kill","","","","","KillTask","Commander Zilyana"
"Kill ~|Confused barbarian|~","Kill","","","","","KillTask","Confused barbarian"
"Kill ~|Corporeal Beast|~","Kill","","","","","KillTask","Corporeal Beast"
"Kill ~|Corrupted Bat|~","Kill","","","","","KillTask","Corrupted Bat"
"Kill ~|Corrupted Bear|~","Kill","","","","","KillTask","Corrupted Bear"
"Kill ~|Corrupted Dark Beast|~","Kill","","","","","KillTask","Corrupted Dark Beast"
"Kill ~|Corrupted Dragon|~","Kill","","","","","KillTask","Corrupted Dragon"
"Kill ~|Corrupted Rat|~","Kill","","","","","KillTask","Corrupted Rat"
"Kill ~|Corrupted Scorpion|~","Kill","","","","","KillTask","Corrupted Scorpion"
"Kill ~|Corrupted Spider|~","Kill","","","","","KillTask","Corrupted Spider"
"Kill ~|Corrupted Unicorn|~","Kill","","","","","KillTask","Corrupted Unicorn"
